Date,BDI_Index,Bunker_Fuel_USD,Coal_Price_USD,Port_Wait_Days,Freight_Rate_USD
2022-06-19,2015.0,505.36,126.9,4,35.74
2022-06-20,2038.8,508.18,128.53,2,34.5
2022-06-21,2046.6,502.97,129.78,5,36.08
2022-06-22,1996.6,504.67,128.46,2,33.88
2022-06-23,2035.2,510.94,123.6,4,34.91
2022-06-24,1992.3,502.35,132.86,3,34.99
2022-06-25,2082.8,508.73,133.95,3,35.5
2022-06-26,1991.8,498.22,132.05,2,34.02
2022-06-27,2029.3,505.83,126.65,2,34.2
2022-06-28,1996.2,509.7,129.43,5,35.95
2022-06-29,1990.4,489.45,130.0,3,33.86
2022-06-30,2048.0,497.13,131.8,5,36.24
2022-07-01,1998.5,503.32,132.01,6,36.12
2022-07-02,2058.8,498.73,127.8,2,34.17
2022-07-03,2011.7,500.91,130.25,3,34.86
2022-07-04,2030.2,495.35,131.39,4,36.33
2022-07-05,2026.0,498.11,134.4,6,36.56
2022-07-06,2020.1,496.21,132.17,5,35.27
2022-07-07,1982.5,502.15,132.45,3,34.88
2022-07-08,1994.3,496.89,130.37,4,34.44
2022-07-09,2043.6,496.63,134.39,2,34.05
2022-07-10,1992.6,492.2,131.44,6,35.7
2022-07-11,1995.5,491.14,127.68,6,35.95
2022-07-12,1966.5,490.74,134.53,2,34.22
2022-07-13,1992.8,494.2,132.48,3,34.89
2022-07-14,2020.5,489.44,129.12,2,34.5
2022-07-15,1964.6,492.33,129.09,3,33.66
2022-07-16,2031.8,500.59,131.5,5,35.74
2022-07-17,2009.5,493.9,132.09,3,35.07
2022-07-18,1987.7,487.25,131.38,2,34.19
2022-07-19,1998.0,494.23,131.82,3,34.67
2022-07-20,1988.2,485.53,136.09,6,35.72
2022-07-21,1973.7,476.72,134.32,4,34.67
2022-07-22,2008.7,481.22,131.79,3,33.7
2022-07-23,1971.9,476.27,134.16,2,34.18
2022-07-24,2026.8,483.22,128.37,6,35.82
2022-07-25,1999.7,484.44,132.79,5,35.55
2022-07-26,1998.1,492.1,137.16,3,33.64
2022-07-27,2013.9,484.72,131.22,2,34.85
2022-07-28,1996.6,481.37,129.48,2,33.53
2022-07-29,1948.1,486.0,130.22,2,34.69
2022-07-30,1937.6,470.19,129.07,3,34.6
2022-07-31,1980.1,481.81,130.15,5,34.54
2022-08-01,1949.4,483.89,131.56,3,34.38
2022-08-02,2017.6,472.05,128.63,5,34.81
2022-08-03,2013.6,484.58,133.07,3,34.32
2022-08-04,1991.4,479.97,135.91,4,34.48
2022-08-05,1966.2,475.62,130.67,4,34.64
2022-08-06,1981.8,480.3,138.15,2,33.99
2022-08-07,1953.4,487.93,135.32,3,33.67
2022-08-08,1946.2,476.93,137.09,4,34.5
2022-08-09,2027.1,476.71,132.23,2,34.09
2022-08-10,2022.2,472.63,136.98,3,33.74
2022-08-11,1953.5,470.15,131.36,3,33.71
2022-08-12,2014.8,478.03,137.53,6,36.35
2022-08-13,1987.5,469.08,135.6,3,33.98
2022-08-14,1999.4,473.21,136.97,5,34.36
2022-08-15,1933.4,469.96,132.02,3,34.04
2022-08-16,1932.4,474.25,133.1,4,33.8
2022-08-17,2014.8,473.04,137.83,3,34.5
2022-08-18,1931.5,476.08,133.44,5,34.52
2022-08-19,1974.0,467.87,137.92,3,34.71
2022-08-20,1959.1,468.62,132.69,4,34.23
2022-08-21,1964.6,464.62,139.6,4,33.83
2022-08-22,1975.4,466.85,133.62,3,33.82
2022-08-23,1967.3,470.53,139.24,2,33.11
2022-08-24,1997.4,472.01,139.73,2,33.78
2022-08-25,1970.4,463.2,136.04,2,34.22
2022-08-26,2040.4,471.75,140.15,5,35.9
2022-08-27,1955.0,473.79,139.47,2,34.36
2022-08-28,1978.5,468.69,137.36,2,33.85
2022-08-29,1996.7,475.63,136.24,4,34.77
2022-08-30,1954.0,462.02,133.67,3,33.36
2022-08-31,1937.3,459.31,140.9,3,33.7
2022-09-01,1986.8,456.29,135.45,2,33.49
2022-09-02,1998.4,472.33,140.74,6,35.78
2022-09-03,1950.0,467.8,139.96,5,34.17
2022-09-04,1993.1,463.94,143.1,5,34.92
2022-09-05,2021.4,465.32,140.46,3,33.72
2022-09-06,1967.5,458.0,140.69,4,34.34
2022-09-07,2001.7,475.57,144.19,2,34.22
2022-09-08,2021.4,463.72,143.32,2,33.28
2022-09-09,1957.9,463.36,143.58,2,32.88
2022-09-10,2031.2,466.2,144.36,3,33.92
2022-09-11,1998.8,464.73,138.67,3,34.09
2022-09-12,1963.5,463.22,145.87,3,33.3
2022-09-13,1961.7,457.94,145.76,2,33.91
2022-09-14,1965.4,464.04,141.2,3,34.06
2022-09-15,1948.2,470.9,143.85,4,34.49
2022-09-16,1998.2,468.04,144.8,3,33.57
2022-09-17,1971.4,469.11,144.85,4,34.93
2022-09-18,1988.2,458.43,146.59,2,33.84
2022-09-19,1952.0,455.89,150.22,5,34.18
2022-09-20,2012.2,460.08,149.5,3,33.58
2022-09-21,1995.1,460.86,142.66,2,33.64
2022-09-22,1978.9,465.94,148.8,2,33.43
2022-09-23,1989.4,451.91,151.26,4,34.12
2022-09-24,2001.5,467.93,148.78,5,34.75
2022-09-25,2028.7,459.42,151.23,3,34.61
2022-09-26,1969.9,458.01,154.34,3,32.79
2022-09-27,1982.2,455.03,151.72,5,35.25
2022-09-28,1961.1,451.78,149.74,4,34.46
2022-09-29,2002.3,464.14,152.47,3,34.26
2022-09-30,2004.1,460.37,150.11,3,34.08
2022-10-01,1964.2,453.55,150.09,2,33.75
2022-10-02,1969.8,453.53,149.31,4,34.14
2022-10-03,2022.5,458.35,155.4,3,34.14
2022-10-04,2033.7,468.4,148.6,6,36.15
2022-10-05,2012.5,458.8,155.99,3,35.02
2022-10-06,1982.0,452.64,153.24,3,33.46
2022-10-07,1978.4,458.99,147.88,3,34.08
2022-10-08,2009.2,458.93,153.53,5,34.52
2022-10-09,1969.0,446.9,146.46,5,34.66
2022-10-10,1959.1,460.21,154.98,3,33.46
2022-10-11,2015.7,459.44,156.1,4,35.1
2022-10-12,1978.8,464.2,152.01,3,33.95
2022-10-13,1978.7,470.1,154.49,3,34.1
2022-10-14,1978.9,466.64,160.32,2,34.28
2022-10-15,1990.9,459.82,153.27,3,33.73
2022-10-16,1962.2,455.8,151.95,2,33.61
2022-10-17,1973.2,474.38,159.9,5,34.65
2022-10-18,2007.4,462.01,161.67,3,34.67
2022-10-19,1993.0,461.99,156.13,6,35.99
2022-10-20,2008.2,462.01,159.48,3,34.09
2022-10-21,2000.9,463.35,160.79,4,33.68
2022-10-22,2048.3,461.88,154.86,3,34.24
2022-10-23,2014.8,459.98,155.95,2,34.79
2022-10-24,2000.9,460.37,161.42,3,33.88
2022-10-25,2019.4,463.21,163.1,2,34.61
2022-10-26,2046.9,460.94,160.05,4,34.65
2022-10-27,2026.6,460.39,156.03,3,34.07
2022-10-28,1992.2,464.79,164.94,4,34.82
2022-10-29,1986.0,463.3,157.69,2,33.9
2022-10-30,2006.2,472.42,158.58,2,34.28
2022-10-31,1988.8,451.98,160.92,3,33.89
2022-11-01,2021.4,471.03,164.85,5,35.65
2022-11-02,2035.2,472.16,163.04,4,35.35
2022-11-03,2026.3,455.93,162.02,3,34.71
2022-11-04,2044.9,464.96,162.45,3,34.28
2022-11-05,2012.6,465.2,161.48,2,34.29
2022-11-06,1976.4,460.42,163.3,6,34.91
2022-11-07,1978.6,463.97,154.32,4,34.33
2022-11-08,2003.7,462.72,161.29,3,34.1
2022-11-09,2011.4,477.46,163.17,3,34.05
2022-11-10,2057.8,473.81,159.26,2,33.68
2022-11-11,2012.7,475.93,164.14,6,36.13
2022-11-12,2051.1,473.63,162.63,2,34.03
2022-11-13,1992.7,464.84,168.76,4,34.41
2022-11-14,2055.9,468.33,168.47,2,33.98
2022-11-15,2032.5,473.88,162.6,4,34.87
2022-11-16,2064.1,465.8,163.79,4,34.9
2022-11-17,2014.2,475.97,164.26,4,35.36
2022-11-18,2020.2,471.71,163.36,4,34.6
2022-11-19,2029.1,471.55,165.53,5,35.99
2022-11-20,2038.2,477.49,162.9,2,34.72
2022-11-21,2030.4,476.69,162.0,3,34.4
2022-11-22,2036.6,473.19,167.48,2,34.32
2022-11-23,2048.9,481.34,167.71,6,36.22
2022-11-24,1981.5,470.68,163.62,3,34.45
2022-11-25,2082.3,479.72,168.92,4,35.83
2022-11-26,2120.9,480.17,164.54,4,35.84
2022-11-27,2056.6,476.22,167.39,2,34.01
2022-11-28,2030.1,479.98,169.28,2,34.5
2022-11-29,2016.9,472.67,166.9,3,34.33
2022-11-30,2078.6,484.14,168.54,3,33.98
2022-12-01,2060.0,479.19,165.8,2,34.62
2022-12-02,2043.9,478.1,166.93,2,34.03
2022-12-03,2082.8,486.56,167.07,5,35.78
2022-12-04,1997.2,478.41,165.6,6,35.56
2022-12-05,2067.0,475.5,167.46,3,34.25
2022-12-06,2046.0,475.38,163.5,3,34.75
2022-12-07,2039.0,486.82,166.81,2,34.29
2022-12-08,2016.3,478.02,167.57,4,34.55
2022-12-09,2079.4,493.83,167.78,5,36.06
2022-12-10,2084.0,475.29,167.95,2,33.93
2022-12-11,2073.8,494.83,168.61,2,34.84
2022-12-12,2051.5,488.05,170.35,4,35.52
2022-12-13,2078.8,487.16,171.65,4,35.66
2022-12-14,2108.2,485.58,167.18,2,35.27
2022-12-15,2078.4,490.96,165.61,4,36.06
2022-12-16,2080.0,489.44,166.19,3,35.15
2022-12-17,2110.2,495.81,167.94,3,35.96
2022-12-18,2086.0,491.53,168.43,4,35.63
2022-12-19,2053.5,492.38,167.25,5,35.53
2022-12-20,2023.6,490.49,165.74,3,34.59
2022-12-21,2052.6,492.7,168.32,5,35.92
2022-12-22,2055.8,495.2,170.29,3,35.51
2022-12-23,2088.3,485.79,171.58,4,35.59
2022-12-24,2088.7,488.28,168.17,3,34.96
2022-12-25,2090.8,499.42,168.65,5,36.8
2022-12-26,2048.4,497.25,167.14,5,35.27
2022-12-27,2128.6,496.16,169.85,2,35.0
2022-12-28,2071.2,497.86,167.42,5,36.39
2022-12-29,2108.8,500.19,171.7,5,37.08
2022-12-30,2075.2,496.44,164.64,4,35.84
2022-12-31,2087.0,495.94,168.92,2,35.03
2023-01-01,2108.5,501.67,170.9,5,36.28
2023-01-02,2068.4,496.48,170.54,5,36.21
2023-01-03,2144.9,504.1,178.05,3,35.97
2023-01-04,2043.9,494.24,171.0,6,35.86
2023-01-05,2070.7,508.58,166.91,2,34.87
2023-01-06,2131.3,506.48,169.61,2,35.1
2023-01-07,2102.9,506.09,164.53,3,35.62
2023-01-08,2168.2,510.4,169.57,3,36.27
2023-01-09,2108.0,514.5,167.26,4,36.83
2023-01-10,2155.3,511.92,172.45,2,35.48
2023-01-11,2037.0,498.32,167.99,6,36.1
2023-01-12,2055.8,501.8,169.23,2,35.28
2023-01-13,2116.2,505.75,167.6,2,36.04
2023-01-14,2070.3,509.67,174.64,2,35.2
2023-01-15,2101.0,512.8,168.37,3,35.6
2023-01-16,2139.5,507.24,174.74,5,36.54
2023-01-17,2124.4,512.47,171.59,4,35.55
2023-01-18,2103.9,508.41,170.5,5,36.09
2023-01-19,2093.5,509.78,170.05,2,35.24
2023-01-20,2104.8,506.46,170.01,3,35.56
2023-01-21,2104.6,509.52,162.93,3,35.93
2023-01-22,2081.0,508.02,167.75,3,35.39
2023-01-23,2117.1,510.54,170.99,2,35.1
2023-01-24,2145.3,521.32,168.17,4,36.72
2023-01-25,2090.3,511.93,163.96,3,36.6
2023-01-26,2133.1,530.46,167.88,4,36.5
2023-01-27,2138.7,520.38,172.99,3,36.17
2023-01-28,2135.9,519.45,171.47,2,36.02
2023-01-29,2129.0,514.85,167.38,4,36.13
2023-01-30,2100.0,523.24,170.25,2,35.96
2023-01-31,2095.2,517.46,166.12,5,35.89
2023-02-01,2093.9,521.53,161.93,4,36.01
2023-02-02,2107.0,534.31,164.09,2,35.55
2023-02-03,2080.2,521.6,171.36,6,36.93
2023-02-04,2042.6,528.4,165.66,3,34.68
2023-02-05,2140.6,519.7,165.56,2,36.26
2023-02-06,2076.9,523.6,165.18,4,36.24
2023-02-07,2182.1,533.18,171.59,3,37.1
2023-02-08,2142.2,521.73,170.54,5,37.61
2023-02-09,2135.8,534.46,172.11,5,36.81
2023-02-10,2139.1,529.47,164.75,6,36.46
2023-02-11,2127.9,523.64,165.89,3,36.54
2023-02-12,2088.1,530.12,160.22,3,35.74
2023-02-13,2136.1,532.33,168.97,4,36.22
2023-02-14,2093.7,531.07,160.8,2,35.75
2023-02-15,2126.7,520.6,164.71,3,37.01
2023-02-16,2091.1,525.29,160.52,3,35.76
2023-02-17,2113.4,528.16,161.79,2,36.01
2023-02-18,2112.3,529.49,160.79,3,35.65
2023-02-19,2125.6,533.42,161.22,5,36.33
2023-02-20,2161.4,531.65,161.17,5,37.63
2023-02-21,2102.5,524.52,160.87,2,35.71
2023-02-22,2160.2,533.52,164.75,2,35.9
2023-02-23,2132.0,535.09,158.66,3,36.96
2023-02-24,2163.0,535.25,162.36,5,36.63
2023-02-25,2129.1,538.25,165.07,2,35.41
2023-02-26,2142.7,537.4,159.59,4,36.59
2023-02-27,2119.8,535.91,158.69,2,35.65
2023-02-28,2045.4,533.63,159.86,4,36.55
2023-03-01,2089.4,526.03,163.8,3,35.83
2023-03-02,2140.9,536.83,160.55,4,36.7
2023-03-03,2133.1,536.06,158.07,2,35.4
2023-03-04,2094.3,536.71,160.81,4,36.84
2023-03-05,2110.9,529.28,155.75,2,35.17
2023-03-06,2130.0,530.57,160.79,4,36.09
2023-03-07,2130.8,541.53,159.66,5,37.01
2023-03-08,2137.2,536.35,157.2,2,36.01
2023-03-09,2135.7,540.23,155.29,5,36.9
2023-03-10,2114.6,537.23,154.83,3,36.46
2023-03-11,2111.0,537.49,158.77,2,35.64
2023-03-12,2160.5,542.27,160.53,3,37.04
2023-03-13,2123.6,535.23,154.61,2,36.02
2023-03-14,2088.4,538.51,157.57,4,37.1
2023-03-15,2108.6,535.93,149.61,4,36.33
2023-03-16,2083.2,536.26,153.79,2,35.85
2023-03-17,2091.7,537.07,155.11,3,35.28
2023-03-18,2097.8,539.9,152.15,5,38.04
2023-03-19,2109.4,536.56,151.73,5,37.24
2023-03-20,2131.8,545.38,152.2,3,36.32
2023-03-21,2101.4,534.77,154.74,6,37.13
2023-03-22,2104.5,538.44,152.97,3,36.01
2023-03-23,2086.3,537.29,146.48,3,36.69
2023-03-24,2139.4,546.83,146.49,5,37.68
2023-03-25,2041.1,540.67,150.69,3,35.46
2023-03-26,2116.7,544.92,153.54,3,35.81
2023-03-27,2124.4,532.41,143.58,3,36.66
2023-03-28,2124.7,541.23,149.98,5,37.45
2023-03-29,2147.4,544.38,149.56,5,37.63
2023-03-30,2069.6,540.38,154.96,3,35.83
2023-03-31,2085.5,545.32,149.3,3,35.94
2023-04-01,2121.5,537.41,151.26,3,36.91
2023-04-02,2159.7,547.04,150.19,3,37.39
2023-04-03,2084.7,551.48,143.03,2,36.01
2023-04-04,2100.3,538.14,151.38,4,36.86
2023-04-05,2115.3,537.69,149.38,3,36.28
2023-04-06,2084.2,547.14,149.91,3,35.53
2023-04-07,2154.3,547.71,159.83,2,35.86
2023-04-08,2021.7,537.12,141.45,2,35.49
2023-04-09,2123.7,537.55,152.54,5,37.56
2023-04-10,2074.7,538.15,146.16,3,36.29
2023-04-11,2083.0,532.72,147.54,2,35.59
2023-04-12,2110.8,534.73,146.21,3,36.54
2023-04-13,2101.9,534.17,144.73,3,36.0
2023-04-14,2090.5,535.21,143.96,2,35.8
2023-04-15,2125.0,538.72,146.32,3,36.2
2023-04-16,2048.2,539.9,140.45,3,35.26
2023-04-17,2118.4,546.3,146.92,3,36.69
2023-04-18,2066.5,533.37,143.09,3,36.24
2023-04-19,2118.8,543.08,140.62,3,37.29
2023-04-20,2107.2,536.88,142.33,6,37.42
2023-04-21,2118.6,537.48,147.13,3,35.79
2023-04-22,2135.3,540.87,141.43,3,36.26
2023-04-23,2113.2,531.63,143.79,2,35.63
2023-04-24,2084.8,538.9,140.2,3,36.02
2023-04-25,2095.0,537.56,144.35,4,36.61
2023-04-26,2111.0,538.91,143.82,2,35.92
2023-04-27,2103.8,537.6,146.99,4,36.81
2023-04-28,2121.1,548.13,140.61,2,36.07
2023-04-29,2028.5,532.36,142.84,3,34.52
2023-04-30,2127.5,532.57,140.82,4,36.7
2023-05-01,2087.4,531.78,144.11,3,35.91
2023-05-02,2032.6,531.78,137.77,3,35.66
2023-05-03,2057.4,531.02,141.86,2,35.08
2023-05-04,2034.0,539.79,138.75,4,36.06
2023-05-05,2061.3,540.57,138.86,2,35.62
2023-05-06,2069.9,530.23,139.04,5,36.45
2023-05-07,2109.1,528.53,139.24,2,35.87
2023-05-08,2087.9,534.65,137.85,5,36.75
2023-05-09,2076.6,529.12,138.57,3,35.81
2023-05-10,2058.3,534.63,142.39,4,34.92
2023-05-11,2058.1,532.05,140.34,3,35.19
2023-05-12,2045.3,523.02,139.72,5,35.75
2023-05-13,2060.2,537.89,135.49,2,35.44
2023-05-14,2067.1,538.67,133.93,2,35.93
2023-05-15,2060.8,526.16,139.21,3,35.53
2023-05-16,2059.2,526.81,138.72,2,35.52
2023-05-17,2058.3,529.7,140.27,2,35.47
2023-05-18,2065.1,529.45,133.8,5,36.52
2023-05-19,2057.4,530.57,134.68,6,37.05
2023-05-20,2025.8,536.82,130.22,3,35.56
2023-05-21,2056.4,525.37,133.73,5,36.27
2023-05-22,2055.0,521.74,137.68,3,35.62
2023-05-23,2004.1,518.31,133.07,3,35.59
2023-05-24,2039.1,521.01,136.18,4,35.92
2023-05-25,2067.8,523.95,133.47,4,36.09
2023-05-26,2040.0,532.54,134.81,6,36.36
2023-05-27,2010.0,520.42,130.2,3,35.65
2023-05-28,2044.6,523.56,133.7,4,35.25
2023-05-29,2046.8,521.79,124.28,2,34.32
2023-05-30,2101.1,527.23,132.51,2,35.67
2023-05-31,2072.5,533.34,128.0,2,35.03
2023-06-01,2076.0,517.46,136.33,6,37.21
2023-06-02,2054.0,517.07,134.87,5,35.51
2023-06-03,2036.6,524.13,133.78,4,36.14
2023-06-04,2072.4,521.71,136.78,3,35.93
2023-06-05,2046.7,526.92,129.21,3,35.52
2023-06-06,2063.7,519.99,137.15,2,34.27
2023-06-07,2017.4,514.65,134.56,3,34.37
2023-06-08,2051.6,518.77,130.92,3,35.49
2023-06-09,2047.9,520.72,134.9,4,35.7
2023-06-10,2039.8,518.64,128.05,3,35.59
2023-06-11,2030.1,516.43,128.77,2,34.76
2023-06-12,2029.5,518.58,129.3,2,34.75
2023-06-13,2048.6,518.44,129.43,2,34.0
2023-06-14,2023.6,518.85,127.74,3,35.5
2023-06-15,2001.0,514.53,134.48,5,35.47
2023-06-16,1977.7,509.79,129.94,4,34.91
2023-06-17,2034.0,510.69,131.69,5,35.5
2023-06-18,2019.5,515.32,128.84,3,34.47
2023-06-19,1963.6,504.53,125.01,3,35.07
2023-06-20,2029.8,509.79,131.21,2,35.0
2023-06-21,2004.8,505.3,124.6,5,35.94
2023-06-22,2007.7,506.74,130.07,4,35.18
2023-06-23,2026.9,512.31,126.11,2,34.0
2023-06-24,2064.4,506.19,136.13,3,36.15
2023-06-25,2055.0,504.78,132.86,3,35.38
2023-06-26,2010.0,497.07,130.41,4,35.19
2023-06-27,2026.0,506.91,133.85,5,35.67
2023-06-28,2017.5,505.72,127.5,3,34.11
2023-06-29,2040.0,512.62,131.65,3,35.67
2023-06-30,2003.9,499.58,130.61,2,33.9
2023-07-01,2018.2,501.53,130.79,2,34.69
2023-07-02,1979.8,500.99,133.82,2,34.46
2023-07-03,2026.9,506.94,132.2,2,34.75
2023-07-04,2020.5,497.89,130.88,4,35.42
2023-07-05,1986.5,499.07,125.07,4,35.52
2023-07-06,2002.0,500.03,127.18,2,34.0
2023-07-07,1977.5,497.24,129.72,5,35.34
2023-07-08,1969.6,493.39,130.4,2,33.87
2023-07-09,2002.7,495.91,126.77,3,33.92
2023-07-10,2006.1,499.63,137.44,2,34.46
2023-07-11,1957.9,488.44,134.81,3,34.69
2023-07-12,1976.8,493.56,132.12,3,34.97
2023-07-13,1970.1,488.72,130.6,3,35.03
2023-07-14,2025.3,497.52,129.81,3,34.16
2023-07-15,1984.7,483.26,127.67,6,36.18
2023-07-16,1971.0,487.41,130.84,2,33.95
2023-07-17,1985.4,491.43,131.47,2,34.69
2023-07-18,2032.0,496.71,127.06,2,34.35
2023-07-19,2019.0,487.89,131.89,4,34.86
2023-07-20,1960.3,484.79,130.53,2,33.27
2023-07-21,2024.3,496.32,125.38,5,35.95
2023-07-22,1973.8,479.03,128.63,3,34.38
2023-07-23,1992.1,474.63,130.1,3,33.81
2023-07-24,2000.9,487.18,137.13,3,33.65
2023-07-25,2018.9,481.84,133.26,2,34.35
2023-07-26,1944.4,478.61,127.73,2,33.75
2023-07-27,1990.2,486.63,133.33,3,34.03
2023-07-28,2010.7,483.69,127.38,3,34.07
2023-07-29,1929.6,479.03,135.43,2,33.68
2023-07-30,1973.0,474.84,130.92,2,34.45
2023-07-31,1982.1,485.0,132.22,6,35.33
2023-08-01,2015.3,483.29,136.65,2,33.82
2023-08-02,2003.1,478.95,128.98,5,35.33
2023-08-03,2008.1,488.09,128.83,4,35.24
2023-08-04,1978.3,472.93,131.46,3,33.97
2023-08-05,1979.1,470.07,136.51,2,34.49
2023-08-06,1960.0,473.67,129.03,2,33.95
2023-08-07,1970.4,476.34,125.29,4,34.36
2023-08-08,2017.6,477.23,132.64,4,34.26
2023-08-09,1962.3,474.26,135.86,4,34.94
2023-08-10,1981.0,476.69,138.02,5,35.48
2023-08-11,1966.8,468.14,133.24,4,34.24
2023-08-12,2013.9,481.09,133.62,2,34.27
2023-08-13,1992.1,472.95,138.54,2,33.77
2023-08-14,2001.6,478.43,129.7,5,35.4
2023-08-15,2005.7,474.06,134.38,2,33.55
2023-08-16,1998.7,474.14,136.36,2,33.43
2023-08-17,1959.5,474.22,137.38,4,34.71
2023-08-18,2020.7,473.13,134.75,3,34.84
2023-08-19,2019.0,473.64,136.64,5,35.06
2023-08-20,1975.2,476.61,129.33,4,34.25
2023-08-21,1941.4,470.5,135.08,2,33.85
2023-08-22,1947.3,472.62,138.68,5,34.38
2023-08-23,1977.9,468.19,134.64,3,34.07
2023-08-24,1971.7,475.42,138.03,3,34.08
2023-08-25,1932.6,464.43,139.47,3,33.04
2023-08-26,1949.9,476.41,137.38,2,33.62
2023-08-27,1966.9,466.81,139.2,3,33.97
2023-08-28,1966.3,459.47,136.09,2,33.57
2023-08-29,2012.8,466.89,138.64,3,34.37
2023-08-30,1988.6,462.48,141.39,3,34.9
2023-08-31,1975.7,469.74,140.32,4,34.92
2023-09-01,1979.2,461.93,138.39,5,34.78
2023-09-02,1983.4,462.62,141.12,2,33.66
2023-09-03,1986.9,455.08,142.9,3,34.63
2023-09-04,1961.8,461.96,134.91,3,34.17
2023-09-05,1993.3,451.8,144.85,2,33.03
2023-09-06,1985.5,455.7,140.67,4,34.7
2023-09-07,1989.3,467.15,143.27,4,35.02
2023-09-08,1989.3,467.0,145.9,2,34.37
2023-09-09,1997.4,464.94,138.52,3,33.99
2023-09-10,1950.4,457.73,140.82,2,33.08
2023-09-11,1940.3,462.09,142.41,4,33.68
2023-09-12,1937.8,462.09,141.25,2,33.36
2023-09-13,1962.5,456.1,149.13,6,35.23
2023-09-14,2003.7,469.2,141.68,4,34.46
2023-09-15,1974.1,465.88,142.92,3,33.92
2023-09-16,1986.5,460.21,145.53,3,33.17
2023-09-17,1962.8,461.28,141.64,5,35.23
2023-09-18,1969.7,462.03,144.4,3,33.26
2023-09-19,1944.1,450.63,146.87,2,33.26
2023-09-20,1977.4,459.47,145.26,3,34.01
2023-09-21,1974.0,457.17,146.32,5,34.67
2023-09-22,1984.2,455.46,145.35,4,34.33
2023-09-23,1981.1,458.97,142.73,4,33.93
2023-09-24,1996.1,469.27,148.58,5,34.88
2023-09-25,1963.9,463.41,153.23,5,35.05
2023-09-26,2009.4,457.29,148.36,5,35.44
2023-09-27,1991.0,462.95,149.32,2,33.5
2023-09-28,2004.7,467.05,151.07,3,33.62
2023-09-29,2028.0,464.65,145.53,4,34.48
2023-09-30,2022.7,460.3,154.79,4,35.43
2023-10-01,1997.6,456.77,150.63,4,34.14
2023-10-02,2005.7,463.5,155.26,2,33.76
2023-10-03,1989.7,461.99,148.51,4,35.01
2023-10-04,2015.8,464.53,156.51,4,34.48
2023-10-05,2012.5,463.27,153.72,2,33.78
2023-10-06,2047.7,465.4,153.4,3,34.88
2023-10-07,2053.7,457.54,152.78,2,34.78
2023-10-08,2010.9,466.88,151.68,3,34.03
2023-10-09,1951.0,461.37,156.37,2,33.89
2023-10-10,1989.6,470.86,153.53,3,34.07
2023-10-11,2026.1,457.15,147.54,3,33.91
2023-10-12,2022.9,469.4,150.43,4,34.92
2023-10-13,2010.5,461.85,153.56,4,34.15
2023-10-14,1993.2,457.75,155.39,5,35.0
2023-10-15,1967.6,458.75,154.62,2,34.68
2023-10-16,2049.1,459.73,158.78,2,34.53
2023-10-17,1974.1,463.64,149.6,5,34.71
2023-10-18,2027.2,464.32,156.22,2,34.4
2023-10-19,1957.4,459.05,150.66,6,34.57
2023-10-20,2005.1,462.01,158.72,5,34.67
2023-10-21,2047.4,473.07,156.48,3,34.64
2023-10-22,2017.3,471.23,158.35,6,35.64
2023-10-23,1998.0,465.03,154.82,2,33.24
2023-10-24,2018.3,463.3,161.57,3,34.17
2023-10-25,1984.9,463.98,161.17,4,34.38
2023-10-26,1982.2,466.73,160.11,3,34.68
2023-10-27,2022.7,458.84,158.28,5,34.55
2023-10-28,2005.3,462.97,160.72,2,33.23
2023-10-29,2016.3,456.23,157.16,3,34.24
2023-10-30,2052.6,466.89,162.15,3,35.08
2023-10-31,2062.3,468.47,164.84,4,35.35
2023-11-01,1981.0,463.16,163.4,3,34.12
2023-11-02,2009.8,473.8,158.29,3,34.27
2023-11-03,2027.4,460.17,161.86,5,35.39
2023-11-04,2017.2,459.35,157.18,2,34.16
2023-11-05,2084.6,468.18,163.06,5,35.6
2023-11-06,2012.3,472.69,162.98,3,34.01
2023-11-07,2056.2,476.28,156.3,4,34.82
2023-11-08,2025.7,465.98,158.69,4,35.15
2023-11-09,1993.3,474.09,161.6,2,33.24
2023-11-10,2013.3,468.94,161.82,3,35.01
2023-11-11,2028.3,468.71,159.35,5,35.07
2023-11-12,1997.9,474.44,164.41,3,34.42
2023-11-13,1987.3,473.74,164.25,6,35.69
2023-11-14,1976.9,463.07,163.17,3,33.69
2023-11-15,2048.2,478.81,161.73,2,34.18
2023-11-16,2040.9,478.81,167.39,3,34.76
2023-11-17,2027.3,469.28,169.45,6,35.32
2023-11-18,2024.2,474.89,163.26,3,34.09
2023-11-19,2004.5,475.89,163.11,5,34.78
2023-11-20,2034.7,475.24,166.65,5,35.89
2023-11-21,1990.7,471.71,164.32,3,34.36
2023-11-22,2067.5,471.64,165.19,2,34.1
2023-11-23,2091.5,475.41,168.04,4,35.81
2023-11-24,1985.4,481.95,160.3,3,34.02
2023-11-25,2047.7,479.36,170.19,4,34.39
2023-11-26,2036.2,475.35,166.65,3,34.9
2023-11-27,2048.9,481.63,165.39,3,35.47
2023-11-28,2054.3,464.11,166.55,4,35.22
2023-11-29,2049.1,484.67,166.89,3,34.11
2023-11-30,2028.0,470.82,161.99,3,34.48
2023-12-01,2135.6,478.3,171.84,3,35.35
2023-12-02,2045.2,475.11,167.65,3,34.84
2023-12-03,2094.4,474.84,169.01,3,34.74
2023-12-04,2085.5,487.73,170.7,5,35.87
2023-12-05,2036.3,480.21,164.93,3,34.13
2023-12-06,2048.5,484.9,169.56,3,34.95
